1762274007.9379296,-95,gr1,12
1762274007.9507823,-87,gr1,12
1762274007.9699023,-85,gr1,12
1762274008.0393815,-93,gr1,12
1762274008.0711994,-86,gr1,12
1762274008.150462,-92,gr1,12
1762274008.1564853,-87,gr1,12
1762274008.1968684,-91,gr1,12
1762274008.2179048,-89,gr1,12
1762274008.2399726,-84,gr1,12
1762274008.3071587,-97,gr1,12
1762274008.324932,-89,gr1,12
1762274008.3437333,-84,gr1,12
1762274008.389041,-87,gr1,12
1762274008.4085994,-84,gr1,12
1762274008.4560292,-89,gr1,12
1762274008.4749272,-84,gr1,12
1762274008.522,-88,gr1,12
1762274008.562598,-87,gr1,12
1762274008.6281996,-88,gr1,12
1762274008.6887455,-84,gr1,12
1762274008.693425,-89,gr1,12
1762274008.713947,-84,gr1,12
1762274008.7572844,-89,gr1,12
1762274008.7916143,-84,gr1,12
1762274008.8266532,-96,gr1,12
1762274008.86655,-84,gr1,12
1762274008.8941495,-87,gr1,12
1762274008.9186974,-84,gr1,12
1762274008.9615905,-88,gr1,12
1762274008.9848437,-84,gr1,12
1762274009.1090124,-87,gr1,12
1762274009.1595883,-83,gr1,12
1762274009.1839304,-96,gr1,12
1762274009.2046762,-88,gr1,12
1762274009.223654,-84,gr1,12
1762274009.2678661,-90,gr1,12
1762274009.321537,-93,gr1,12
1762274009.3530633,-85,gr1,12
1762274009.3785036,-87,gr1,12
1762274009.3962748,-85,gr1,12
1762274009.4268932,-97,gr1,12
1762274009.437447,-88,gr1,12
1762274009.5624719,-84,gr1,12
1762274009.610595,-87,gr1,12
1762274009.6962492,-83,gr1,12
1762274009.7587323,-83,gr1,12
1762274009.8028972,-87,gr1,12
1762274009.840417,-85,gr1,12
1762274009.8673952,-85,gr1,12
1762274009.9103355,-97,gr1,12
1762274009.9284766,-84,gr1,12
1762274009.968615,-83,gr1,12
1762274010.0337086,-85,gr1,12
1762274010.057485,-93,gr1,12
1762274010.0766807,-88,gr1,12
1762274010.0986772,-85,gr1,12
1762274010.166625,-93,gr1,12
1762274010.2242534,-96,gr1,12
1762274010.2430177,-87,gr1,12
1762274010.2850165,-87,gr1,12
1762274010.3465703,-94,gr1,12
1762274010.3840952,-84,gr1,12
1762274010.4365199,-85,gr1,12
1762274010.4659548,-95,gr1,12
1762274010.5424798,-84,gr1,12
1762274010.5834525,-89,gr1,12
1762274010.606298,-84,gr1,12
1762274010.648056,-89,gr1,12
1762274010.668836,-84,gr1,12
1762274010.778812,-86,gr1,12
1762274010.8054593,-94,gr1,12
1762274010.8269215,-90,gr1,12
1762274010.8463776,-84,gr1,12
1762274010.8694913,-93,gr1,12
1762274010.8903675,-92,gr1,12
1762274010.9099927,-84,gr1,12
1762274011.0234509,-87,gr1,12
1762274011.0577257,-84,gr1,12
1762274011.1279252,-88,gr1,12
1762274011.3250413,-93,gr1,12
1762274011.3541691,-85,gr1,12
1762274011.396807,-89,gr1,12
1762274011.4515243,-91,gr1,12
1762274011.4651346,-88,gr1,12
1762274011.5483878,-86,gr1,12
1762274011.5926807,-89,gr1,12
1762274011.6138184,-92,gr1,12
1762274011.6604352,-83,gr1,12
1762274011.7088282,-95,gr1,12
1762274011.7216287,-85,gr1,12
1762274011.7628536,-88,gr1,12
1762274011.78599,-84,gr1,12
1762274011.8417845,-89,gr1,12
1762274011.8550372,-83,gr1,12
1762274011.8777096,-94,gr1,12
1762274011.895768,-89,gr1,12
1762274011.937636,-88,gr1,12
1762274011.9587083,-84,gr1,12
1762274012.0040839,-89,gr1,12
1762274012.0683804,-88,gr1,12
1762274012.1074548,-89,gr1,12
1762274012.127548,-84,gr1,12
1762274012.1541336,-95,gr1,12
1762274012.1695857,-87,gr1,12
1762274012.1913645,-84,gr1,12
1762274012.2244875,-92,gr1,12
1762274012.2340837,-87,gr1,12
1762274012.2962782,-85,gr1,12
1762274012.3269212,-98,gr1,12
1762274012.3417242,-87,gr1,12
1762274012.363865,-84,gr1,12
1762274012.4061217,-89,gr1,12
1762274012.4249287,-86,gr1,12
1762274012.4691548,-88,gr1,12
1762274012.5164065,-94,gr1,12
1762274012.5356178,-86,gr1,12
1762274012.579361,-87,gr1,12
1762274012.601079,-84,gr1,12
1762274012.6462438,-93,gr1,12
1762274012.672937,-88,gr1,12
1762274012.6950374,-84,gr1,12
1762274012.71883,-91,gr1,12
1762274012.739196,-89,gr1,12
1762274012.8550074,-89,gr1,12
1762274012.869925,-82,gr1,12
1762274012.9101758,-93,gr1,12
1762274012.9226055,-87,gr1,12
1762274012.941445,-85,gr1,12
1762274012.9706979,-94,gr1,12
1762274012.9791214,-87,gr1,12
1762274013.1024923,-85,gr1,12
1762274013.1269264,-95,gr1,12
1762274013.145384,-87,gr1,12
1762274013.2127578,-87,gr1,12
1762274013.238563,-84,gr1,12
1762274013.2654796,-95,gr1,12
1762274013.3052602,-84,gr1,12
1762274013.4154775,-89,gr1,12
1762274013.4405115,-84,gr1,12
1762274013.4796512,-84,gr1,12
1762274013.6399124,-84,gr1,12
1762274013.6799357,-84,gr1,12
1762274013.724162,-89,gr1,12
1762274013.748654,-83,gr1,12
1762274013.7951455,-87,gr1,12
1762274013.8800051,-84,gr1,12
1762274013.9279904,-88,gr1,12
1762274014.029938,-84,gr1,12
1762274014.0628393,-91,gr1,12
1762274014.0838094,-84,gr1,12
1762274014.1090376,-92,gr1,12
1762274014.1330578,-90,gr1,12
1762274014.19821,-91,gr1,12
1762274014.2304633,-82,gr1,12
1762274014.2988317,-85,gr1,12
1762274014.3234487,-85,gr1,12
1762274014.3653426,-87,gr1,12
1762274014.385685,-81,gr1,12
1762274014.431887,-89,gr1,12
1762274014.4534998,-87,gr1,12
1762274014.476911,-93,gr1,12
1762274014.4974477,-90,gr1,12
1762274014.537089,-88,gr1,12
1762274014.601601,-91,gr1,12
1762274014.6259696,-85,gr1,12
1762274014.6689062,-89,gr1,12
1762274014.6887558,-83,gr1,12
1762274014.7160964,-93,gr1,12
1762274014.7345505,-88,gr1,12
1762274014.7596066,-93,gr1,12
1762274014.7949219,-85,gr1,12
1762274014.8587077,-84,gr1,12
1762274014.9017491,-87,gr1,12
1762274014.9224632,-84,gr1,12
1762274014.992634,-94,gr1,12
1762274015.0065875,-86,gr1,12
1762274015.0296817,-84,gr1,12
1762274015.0757356,-87,gr1,12
1762274015.0963438,-84,gr1,12
1762274015.1390672,-87,gr1,12
1762274015.2042906,-87,gr1,12
1762274015.2280912,-84,gr1,12
1762274015.2476027,-87,gr1,12
1762274015.2694018,-83,gr1,12
1762274015.3382373,-89,gr1,12
1762274015.3815763,-88,gr1,12
1762274015.405471,-85,gr1,12
1762274015.4538786,-87,gr1,12
1762274015.4700565,-84,gr1,12
1762274015.5142393,-88,gr1,12
1762274015.5382748,-83,gr1,12
1762274015.57784,-89,gr1,12
1762274015.598496,-84,gr1,12
1762274015.6447825,-90,gr1,12
1762274015.663685,-84,gr1,12
1762274015.6888633,-95,gr1,12
1762274015.711445,-86,gr1,12
1762274015.7364569,-92,gr1,12
1762274015.7518766,-88,gr1,12
1762274015.7789333,-83,gr1,12
1762274015.8030772,-93,gr1,12
1762274015.818071,-89,gr1,12
1762274015.8782876,-93,gr1,12
1762274015.8827367,-89,gr1,12
1762274015.9050043,-83,gr1,12
1762274015.9711404,-86,gr1,12
1762274016.0161145,-89,gr1,12
1762274016.0549963,-85,gr1,12
1762274016.1048217,-84,gr1,12
1762274016.1878412,-87,gr1,12
1762274016.2086413,-83,gr1,12
1762274016.2410998,-96,gr1,12
1762274016.2564728,-90,gr1,12
1762274016.2748792,-83,gr1,12
1762274016.341436,-84,gr1,12
1762274016.364899,-97,gr1,12
1762274016.3871574,-89,gr1,12
1762274016.4103696,-84,gr1,12
1762274016.4527793,-90,gr1,12
1762274016.5149558,-83,gr1,12
1762274016.5616817,-88,gr1,12
1762274016.6510954,-83,gr1,12
1762274016.7174423,-84,gr1,12
1762274016.8290613,-88,gr1,12
1762274016.848629,-87,gr1,12
1762274016.8941057,-88,gr1,12
1762274016.9147325,-81,gr1,12
1762274016.957901,-89,gr1,12
1762274016.9844856,-92,gr1,12
1762274017.0001333,-89,gr1,12
1762274017.0386388,-86,gr1,12
1762274017.0592601,-89,gr1,12
1762274017.0824287,-84,gr1,12
1762274017.1315775,-90,gr1,12
1762274017.1555765,-84,gr1,12
1762274017.2049484,-88,gr1,12
1762274017.2224944,-85,gr1,12
1762274017.2537525,-97,gr1,12
1762274017.2708554,-89,gr1,12
1762274017.2912009,-84,gr1,12
1762274017.3475056,-95,gr1,12
1762274017.388697,-89,gr1,12
1762274017.454688,-84,gr1,12
1762274017.5025713,-86,gr1,12
1762274017.5349822,-83,gr1,12
1762274017.5696313,-87,gr1,12
1762274017.596185,-83,gr1,12
1762274017.6246264,-94,gr1,12
1762274017.6402106,-90,gr1,12
1762274017.6610532,-85,gr1,12
1762274017.7003746,-89,gr1,12
1762274017.7249599,-84,gr1,12
1762274017.7678704,-88,gr1,12
1762274017.7934854,-85,gr1,12
1762274017.9261785,-83,gr1,12
1762274018.0120125,-89,gr1,12
1762274018.0961766,-84,gr1,12
1762274018.1416762,-87,gr1,12
1762274018.1624515,-82,gr1,12
1762274018.203642,-83,gr1,12
1762274018.3123195,-84,gr1,12
1762274018.356586,-89,gr1,12
1762274018.3766315,-84,gr1,12
1762274018.4216933,-88,gr1,12
1762274018.482996,-85,gr1,12
1762274018.5272374,-88,gr1,12
1762274018.546376,-85,gr1,12
1762274018.5916424,-87,gr1,12
1762274018.6235054,-86,gr1,12
1762274018.6362205,-91,gr1,12
1762274018.6883132,-91,gr1,12
1762274018.7047534,-89,gr1,12
1762274018.718885,-84,gr1,12
1762274018.7615862,-89,gr1,12
1762274018.7830672,-85,gr1,12
1762274018.894323,-88,gr1,12
1762274018.9353986,-87,gr1,12
1762274018.9561949,-84,gr1,12
1762274018.9978778,-94,gr1,12
1762274019.058671,-86,gr1,12
1762274019.09442,-96,gr1,12
1762274019.1708987,-89,gr1,12
1762274019.2302403,-95,gr1,12
1762274019.32065,-84,gr1,12
1762274019.3408732,-89,gr1,12
1762274019.3602266,-86,gr1,12
1762274019.4058878,-88,gr1,12
1762274019.4263253,-86,gr1,12
1762274019.5114882,-86,gr1,12
1762274019.5312505,-84,gr1,12
1762274019.5754962,-89,gr1,12
1762274019.6459272,-87,gr1,12
